연번,인증번호,인증구분,인증등급,지역코드,시군구,지역(시설)명,인증대상,신청기관,면적,용도구분,인증일자,인증만료일,인증기관
17719,6368,본,우수,경상남도,양산시,증산고등학교,건축물,경상남도교육청,14866.76,교육연구시설,2025-01-08,2035-01-07,한국교육녹색환경연구원
17720,11352,예비,우수,서울특별시,서초구,말죽거리 근린공원 내 근린생활시설,건축물,서초구청,599.66,제1종 근린생활시설,2025-01-09,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17721,6369,본,우수,충청남도,당진시,당진2동 행정복지센터,건축물,계룡건설산업㈜,3506.77,업무시설,2025-01-09,2035-01-08,한국장애인개발원
17722,11353,예비,우수,전라남도,여수시,(가칭)여수 우리초등학교,건축물,길축산업개발,13157.96,교육연구시설,2025-01-09,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17723,11354,예비,우수,경기도,안양시,안양만안경찰서 박달지구대,건축물,경기도남부경찰청,436.79,제1종 근린생활시설,2025-01-09,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17724,11355,예비,우수,경상북도,의성군,단밀면 공중화장실 개선사업 건,건축물,의성군청 환경축산과,33.08,제1종 근린생활시설,2025-01-09,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17725,6370,본,우수,경상북도,포항시,초서초등학교,건축물,경상북도포항교육지원청,9422.2,교육연구시설,2025-01-09,2035-01-08,(사)한국녹색기후기술원
17726,11356,예비,우수,경상남도,진주시,망경공원 전망대,건축물,진주시청,768.35,관광휴게시설,2025-01-09,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17727,6371,본,우수,서울특별시,강서구,마곡나루우체국,건축물,서울지방우정청 우정계획과,655.49,제1종 근린생활시설,2025-01-10,2035-01-09,한국부동산원
17728,6372,본,우수,인천광역시,서구,대한적십자사 인천광역시지사 서북봉사관,건축물,대한적십자사 인천지사,2377.943,노유자시설,2025-01-10,2035-01-09,(사)한국녹색기후기술원
17729,11357,예비,우수,경상북도,포항시,연일유강 무장애숲,공원,포항시청 그린웨이추진과,0,공원,2025-01-10,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17730,6373,본,우수,경상남도,거제시,거제 반다비 체육센터,건축물,거제시청,3958.74,운동시설,2025-01-10,2035-01-09,한국교육녹색환경연구원
17731,6374,본,우수,경상북도,경산시,내성 공영주차장,건축물,경상북도 봉화군청,1362.13,자동차 관련 시설,2025-01-10,2035-01-09,(사)한국녹색기후기술원
17732,11358,예비,우수,전라남도,광양시,광양읍 주민자치센터,건축물,광양시,4014.78,업무시설,2025-01-10,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17733,11359,예비,우수,서울특별시,서초구,신반포4지구아파트 재건축정비사업구역 내 27호 소공원,공원,신반포4지구 재건축정비사업조합,5033.5,공원,2025-01-13,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17734,11360,예비,우수,서울특별시,서초구,신반포4지구아파트 재건축정비사업구역 내 29호 소공원,공원,신반포4지구 재건축정비사업조합,1600,공원,2025-01-13,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17735,11361,예비,우수,서울특별시,서초구,신반포4지구아파트 재건축정비사업구역 내 30호 소공원,공원,신반포4지구 재건축정비사업조합,2529.2,공원,2025-01-13,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17736,11362,예비,우수,강원특별자치도,원주시,한국반도체교육원,건축물,강원개발공사,2768.33,교육연구시설,2025-01-14,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17737,11363,예비,우수,서울특별시,동대문구,서울시 동대문구 청량리동 46일원 복합시설 신축공사 노인복지시설,건축물,동대문어반피에프브이주식회사,5291.4,노유자시설,2025-01-14,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17738,6375,본,우수,경상남도,창원시,양덕지구대,건축물,양덕4구역 주택재개발정비사업조합,364.96,제1종 근린생활시설,2025-01-14,2035-01-13,한국장애인개발원
17739,6376,본,우수,전라북도,부안군,백산다목적체육센터,건축물,부안군청,986.45,운동시설,2025-01-14,2035-01-13,한국장애인개발원
17740,6377,본,우수,전라북도,남원시,남원시 복합형공공도서관,건축물,남원시청,3417.78,교육연구시설,2025-01-14,2035-01-13,한국생산성본부인증원
17741,11364,예비,우수,경기도,군포시,수리산 군웅숲 여가녹지 화장실 건축공사,건축물,경기도청,96.58,제1종 근린생활시설,2025-01-14,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17742,6378,본,우수,경기도,용인시,고진초등학교,건축물,경기도용인교육지원청,14669.22,교육연구시설,2025-01-15,2035-01-14,한국생산성본부인증원
17743,6379,본,우수,경상북도,문경시,문경시 가족센터,건축물,문경시청,2050.93,노유자시설,2025-01-15,2035-01-14,(사)한국녹색기후기술원
17744,6380,본,우수,경상북도,봉화군,북곡보건진료소,건축물,봉화군청,143.61,제1종 근린생활시설,2025-01-15,2035-01-14,한국농어촌공사
17745,6381,본,우수,강원특별자치도,원주시,귀래우체국,건축물,우정사업조달센터,198.34,제1종 근린생활시설,2025-01-15,2035-01-14,한국장애인개발원
17746,11365,예비,우수,인천광역시,강화군,강화군 노인복지관 별관,건축물,강화군청,2057.53,노유자시설,2025-01-15,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17747,11366,예비,우수,강원특별자치도,평창군,평창 수학아카데미아,건축물,평창군청,2119.26,수련시설,2025-01-15,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17748,11367,예비,우수,서울특별시,강서구,"경호안전교육원 3단계 설계용역 (교육사무동, 차량실습동 신축)",건축물,대통령경호처,1012.41,교육연구시설,2025-01-15,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17749,6382,본,일반,경상남도,사천시,정의2리 마을회관 및 경로당,건축물,사천시청,99.56,노유자시설,2025-01-15,2035-01-14,(사)한국녹색기후기술원
17750,6383,본,우수,전라북도,장수군,장수읍사무소 창고 및 주차장,건축물,장수군청,566.75,제1종 근린생활시설,2025-01-16,2035-01-15,(사)한국녹색기후기술원
17751,6384,본,우수,강원특별자치도,양양군,상양혈리 경로당,건축물,양양군청 자치행정과,97.38,노유자시설,2025-01-16,2035-01-15,한국부동산원
17752,6385,본,우수,충청북도,청주시,가경국민체육센터 건립공사,건축물,청주시청,3200,운동시설,2025-01-16,2035-01-15,(사)한국녹색기후기술원
17753,11368,예비,우수,경상북도,영덕군,영해면 괴시2리 화장실 설치공사,건축물,영덕군청 건설과,30.38,제1종 근린생활시설,2025-01-16,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17754,6386,본,우수,경상남도,김해시,장유꿈터플러스센터,건축물,김해시,360.24,제1종 근린생활시설,2025-01-16,2035-01-15,한국환경건축연구원
17755,6387,본,우수,서울특별시,서대문구,시립서대문농아인복지관 별관,건축물,서울특별시 도시기반시설본부,3392.58,노유자시설,2025-01-16,2035-01-15,(사)한국녹색기후기술원
17756,11369,예비,우수,대구광역시,달성군,육신사 공중화장실,건축물,달성군청,43.2,제1종 근린생활시설,2025-01-16,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17757,11370,예비,우수,대구광역시,북구,도남지구 공원관리사무소 및 공중화장실,건축물,한국토지주택공사 대구경북지역본부,139.76,관광휴게시설,2025-01-16,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17758,6388,본,우수,경기도,파주시,초롱초등학교 및 초롱유치원,건축물,경기도파주교육지원청,15788.67,교육연구시설,2025-01-16,2035-01-15,한국교육녹색환경연구원
17759,6389,본,우수,부산광역시,부산진구,부산진구 기적의 도서관,건축물,부산광역시 부산진구청,2200.39,교육연구시설,2025-01-16,2035-01-15,한국교육녹색환경연구원
17760,6390,본,우수,대전광역시,유성구,유성반다비체육센터,건축물,대전광역시 유성구청,3581.64,운동시설,2025-01-17,2035-01-16,한국장애인고용공단
17761,11371,예비,우수,경상북도,김천시,김천의료원 건강검진센터,건축물,경상북도김천의료원,3595.3,의료시설,2025-01-17,본인증 교부전 또는 사용승인 후 1년 이내,한국농어촌공사
17762,11372,예비,우수,경상북도,영주시,풍기읍 동부리 생활체육시설 조성사업 공공화장실 신축공사,건축물,영주시청,27.54,제1종 근린생활시설,2025-01-17,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17763,6391,본,우수,전라북도,진안군,진안 다목적복합센터,건축물,진안군청,1505.97,제1종 근린생활시설,2025-01-17,2035-01-16,(사)한국녹색기후기술원
17764,11373,예비,우수,서울특별시,도봉구,서울 방학동 우체국,건축물,서울지방우정청,570.68,제1종 근린생활시설,2025-01-17,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17765,11374,예비,우수,대전광역시,동구,신촌한터 공중화장실,건축물,대전광역시 동구청,25.6,제1종 근린생활시설,2025-01-20,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17766,6392,본,우수,전라북도,부안군,행안초등학교 본관동 그린스마트 미래학교,건축물,전라북도부안교육지원청,1393.85,교육연구시설,2025-01-20,2035-01-19,한국교육녹색환경연구원
17767,11375,예비,우수,경상북도,경산시,문경읍 하리3리 경로당,건축물,문경읍,83.52,노유자시설,2025-01-20,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17768,11376,예비,우수,대구광역시,달성군,대구달성경찰서 가창파출소,건축물,대구광역시경찰청,272.88,제1종 근린생활시설,2025-01-20,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17769,6393,본,우수,충청북도,청주시,오송국민체육센터,건축물,청주시청,2625.83,운동시설,2025-01-20,2035-01-19,(사)한국녹색기후기술원
17770,11377,예비,우수,경상북도,문경시,문경시 다목적 주민이용시설,건축물,경상북도개발공사,241.27,노유자시설,2025-01-20,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17771,11378,예비,우수,경기도,용인시,용인바이오고 고교학점제 공간조성,건축물,경기도용인교육지원청,989.01,교육연구시설,2025-01-20,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17772,11379,예비,우수,서울특별시,서초구,대검찰청 국가디지털포렌식센터 증축 설계용역,건축물,법무부,12649.22,업무시설,2025-01-20,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17773,6394,본,우수,광주광역시,남구,남구청 현장근무자 사무휴게공간,건축물,광주광역시 남구청,858.35,제1종 근린생활시설,2025-01-20,2035-01-19,한국장애인개발원
17774,6395,본,우수,강원특별자치도,원주시,원주동부복합체육센터,건축물,원주시청,10338.74,운동시설,2025-01-21,2035-01-20,한국부동산원
17775,6396,본,우수,경기도,양평군,양평 노인복지관,건축물,양평군청,4981.81,노유자시설,2025-01-21,2035-01-20,(사)한국녹색기후기술원
17776,11380,예비,우수,대구광역시,수성구,고산서당전통문화교육관,건축물,수성구청,915.82,교육연구시설,2025-01-21,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17777,11381,예비,우수,경상북도,경주시,충효천 공중화장실,건축물,경주시청,32.47,제1종 근린생활시설,2025-01-21,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17778,6397,본,우수,경상북도,구미시,구미교육지원청,건축물,경상북도구미교육지원청,11554.22,업무시설,2025-01-21,2035-01-20,(사)한국녹색기후기술원
17779,6398,본,우수,전라남도,여수시,여수 수산시장 주변 공영주차장 신축공사,건축물,여수시청,3607.8,자동차 관련 시설,2025-01-21,2035-01-20,한국장애인개발원
17780,6399,본,우수,전라남도,강진군,마량우체국 건립공사,건축물,전남지방우정청,220.67,제1종 근린생활시설,2025-01-21,2035-01-20,한국장애인개발원
17781,6400,본,우수,전라남도,강진군,강진군 FUSO 센터,건축물,강진군,1174.64,제1종 근린생활시설,2025-01-21,2035-01-20,한국장애인개발원
17782,6401,본,우수,전라남도,나주시,세지면 기초생활거점 허천난장 조성사업,건축물,나주시,480,판매시설,2025-01-21,2035-01-20,한국장애인개발원
17783,6402,본,우수,전라북도,고창군,심원의용소방대 소방차고 및 출동대기소,건축물,고창군청,158.62,제1종 근린생활시설,2025-01-21,2035-01-20,한국장애인개발원
17784,6403,본,우수,전라북도,부안군,돌팍거리 공영주차장,건축물,부안군청,6010.28,자동차 관련 시설,2025-01-21,2035-01-20,한국장애인개발원
17785,6404,본,우수,광주광역시,서구,화정근린공원 공중화장실,건축물,광주광역시청,31.28,제1종 근린생활시설,2025-01-21,2035-01-20,한국장애인개발원
17786,11382,예비,우수,강원특별자치도,삼척시,(가칭)강원특별자치도교육청 교직원수련원 장호분원,건축물,강원특별자치도교육청,4673.05,교육연구시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17787,11383,예비,우수,강원특별자치도,횡성군,강원지방우정청(둔내우체국),건축물,강원지방우정청(둔내우체국),435.73,제1종 근린생활시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17788,11384,예비,우수,경기도,부천시,수도권광역급행철도 B노선 부천종합운동장 정거장,여객시설,(가칭) 수도권광역급행철도B노선 주식회사,97885.58,여객시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17789,11385,예비,우수,서울특별시,구로구,수도권광역급행철도 B노선 신도림 정거장,여객시설,(가칭) 수도권광역급행철도B노선 주식회사,9303.6,여객시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17790,11386,예비,우수,서울특별시,영등포구,수도권광역급행철도 B노선 여의도 정거장,여객시설,(가칭) 수도권광역급행철도B노선 주식회사,11891.06,여객시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17791,11387,예비,우수,경상북도,성주군,한국농어촌공사 성주지사(본관동),건축물,한국농어촌공사 성주지사,768.25,제1종 근린생활시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17792,11388,예비,우수,경상북도,성주군,한국농어촌공사 성주지사(별관동),건축물,한국농어촌공사 성주지사,498.09,제1종 근린생활시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17793,6405,본,우수,강원특별자치도,화천군,화천군 산양1리 경로당,건축물,화천군청,119.25,노유자시설,2025-01-22,2035-01-21,한국생산성본부인증원
17794,11389,예비,우수,광주광역시,동구,전남여고 그린스마트 스쿨 조성 개축공사,건축물,광주광역시교육청,2211.25,교육연구시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17795,11390,예비,우수,서울특별시,중랑구,용마산근린공원 내 책쉼터,건축물,중랑구청,326.18,근린생활시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,(사)건축성능원
17796,11391,예비,우수,서울특별시,서대문구,연희 공공주택 복합시설,건축물,서울주택도시공사,1836.84,공동주택,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17797,11392,예비,우수,경상북도,상주시,낙동강 생물자원관 방문자센터,건축물,국립낙동강생물자원관,1451.25,교육연구시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17798,11393,예비,우수,전라남도,무안군,중심광장 화장실,건축물,전남개발공사,109.88,제1종 근린생활시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17799,11394,예비,우수,강원특별자치도,평창군,평창 로컬푸드 직매장,건축물,평창군청,656.06,제1종 근린생활시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17800,11395,예비,우수,전라남도,강진군,전라남도 남부해바라기센터,건축물,전라남도강진의료원,172.28,의료시설,2025-01-22,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17801,6406,본,우수,경기도,양평군,양평 소공원21,공원,㈜더파인피엠씨,2813.4,공원,2025-01-22,2035-01-21,한국장애인개발원
17802,11396,예비,우수,전라남도,무안군,(가칭)사랑유치원 신축공사,건축물,전라남도교육청,4081.97,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17803,11397,예비,우수,경상남도,창원시,신항고등학교,건축물,경상남도교육청,15292.02,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17804,11398,예비,우수,서울특별시,영등포구,(가칭)서울대방유치원,건축물,서울특별시남부교육지원청,2921.1,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17805,11399,예비,우수,경기도,성남시,(가칭)복정1유치원,건축물,경기도성남교육지원청,3635.89,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17806,6407,본,우수,경상남도,양산시,금빛경로당,건축물,양산시청 공공시설과,98.74,노유자시설,2025-01-23,2035-01-22,한국장애인개발원
17807,6408,본,우수,충청남도,공주시,선돌자연힐링마을 체험관,건축물,공주시청,435.92,문화 및 집회시설,2025-01-23,2035-01-22,(주)크레비즈인증원
17808,11400,예비,우수,서울특별시,구로구,고척1동 복합청사 건립사업,건축물,서울특별시 구로구청,8966.6,업무시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17809,11401,예비,우수,전라남도,무안군,(가칭)오룡고등학교,건축물,전라남도교육청,13939.55,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17810,6409,본,우수,서울특별시,중구,명동 아트브리즈(MYEONGDONG ART BREEZE),건축물,주식회사케이티(기부채납),1629.77,문화 및 집회시설,2025-01-23,2035-01-22,한국환경건축연구원
17811,6410,본,일반,경상북도,영덕군,영덕 대진항 정비사업 화장실,건축물,영덕 대진항 정비사업 화장실,40,제1종 근린생활시설,2025-01-23,2035-01-22,한국교육녹색환경연구원
17812,11402,예비,우수,경기도,평택시,평택 준법지원센터 청사,건축물,법무부,3295.64,업무시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17813,11403,예비,우수,전라북도,전주시,중소벤처기업 전북연수원,건축물,중소벤처기업진흥공단,7882.55,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17814,11404,예비,우수,울산광역시,중구,발달장애인 거점센터,건축물,울산광역시청,466.07,노유자시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17815,11405,예비,우수,충청북도,음성군,대소중 교실 증축공사,건축물,충청북도음성교육지원청,3315.05,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17816,11406,예비,우수,부산광역시,남구,국립부경대학교 첨단분야 실험실습동,건축물,국립부경대학교,10694.16,교육연구시설,2025-01-23,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17817,11407,예비,우수,경기도,평택시,평택세관 주감시소,건축물,평택세관,245.43,제1종 근린생활시설,2025-01-24,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17818,11408,예비,우수,전라남도,광양시,광양중앙초등학교 교실(9호관),건축물,전라남도광양교육지원청,2382.59,교육연구시설,2025-01-24,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17819,11409,예비,우수,전라북도,군산시,비응파출소(증축),건축물,군산해양경찰서,245.43,제1종 근린생활시설,2025-01-24,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17820,11410,예비,우수,경상남도,양산시,사송복합커뮤니티 조성사업,건축물,양산시청,6175.06,교육연구시설,2025-01-24,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17821,6411,본,우수,인천광역시,연수구,청학동 행정복지센터,건축물,인천광역시 연수구청,4474.71,업무시설,2025-01-24,2035-01-23,한국생산성본부인증원
17822,11411,예비,우수,충청북도,충주시,대소원 졸음쉼터 창원방향 화장실,건축물,한국도로공사,188.28,제1종 근린생활시설,2025-01-24,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17823,11412,예비,우수,경기도,성남시,분당경찰서 야탑지구대,건축물,경기도남부경찰청,525.26,제1종 근린생활시설,2025-01-24,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17824,11413,예비,우수,울산광역시,남구,평창현대 앞 공영주차장 확충사업,건축물,울산광역시 종합건설본부,13355.5,자동차 관련 시설,2025-01-24,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17825,6412,본,우수,경기도,평택시,통복지구 공영주차장,건축물,평택시청,4206.76,자동차 관련 시설,2025-01-24,2035-01-23,(사)한국녹색기후기술원
17826,6413,본,일반,경상남도,사천시,신수경로당,건축물,사천시청,106.16,노유자시설,2025-01-24,2035-01-23,한국생산성본부인증원
17827,6414,본,우수,경기도,고양시,대화레포츠공원 공중화장실,건축물,고양시청,33.66,제1종 근린생활시설,2025-01-25,2035-01-24,한국장애인개발원
17828,6415,본,우수,경기도,고양시,고양능곡동우체국,건축물,경인지방우정청,315.14,근린생활시설,2025-01-25,2035-01-24,한국장애인개발원
17829,6416,본,우수,경기도,평택시,고덕수변공원2호 화장실,건축물,평택도시공사,48.6,제1종 근린생활시설,2025-01-25,2035-01-24,한국장애인개발원
17830,11414,예비,우수,제주특별자치도,서귀포시,서홍동 지하주차장 및 통합주차관제센터,건축물,서귀포 시청,2808.24,자동차 관련 시설,2025-01-31,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17831,6417,본,우수,경기도,의정부시,의정부 발곡공원 공중화장실,건축물,발곡 주식회사,32.45,제1종 근린생활시설,2025-01-31,2035-01-30,한국환경건축연구원
17832,11415,예비,우수,경상북도,예천군,감천 수한리 주민대피시설,건축물,예천군청,223.03,제1종 근린생활시설,2025-01-31,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17833,11416,예비,우수,경상북도,예천군,효자 백석리 마을회관,건축물,예천군청,105.57,노유자시설,2025-01-31,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17834,11417,예비,우수,전라남도,무안군,공공공지 놀이터 화장실,건축물,전남개발공사,52.44,제1종 근린생활시설,2025-01-31,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17835,11418,예비,우수,광주광역시,동구,원각사 입구 공중화장실,건축물,광주광역시 동구청,38.49,제1종 근린생활시설,2025-01-31,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17836,11419,예비,우수,강원특별자치도,삼척시,정라17통 경로당,건축물,삼척시,99.45,노유자시설,2025-01-31,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17837,11420,예비,일반,경상남도,진주시,진주교도소 여성수용동 증축공사,건축물,법무부,1794.48,교정시설 및 군사시설,2025-01-31,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17838,6418,본,우수,전라남도,영암군,달빛청춘마루,건축물,영암군청,583.32,제1종 근린생활시설,2025-02-03,2035-02-02,(사)한국녹색기후기술원
17839,6419,본,우수,경상북도,구미시,금산리경로당,건축물,구미시청,99.76,노유자시설,2025-02-03,2035-02-02,(사)한국녹색기후기술원
17840,11421,예비,우수,경상남도,창녕군,창녕군 글로벌 평생학습관,건축물,창녕군청,1321.05,교육연구시설,2025-02-03,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17841,11422,예비,우수,서울특별시,동작구,한전 관악동작지사 위탁개발사업,건축물,한국전력공사,25253.75,업무시설,2025-02-03,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17842,6420,본,우수,경상남도,김해시,동부여자경로당,건축물,김해시청,75.54,노유자시설,2025-02-03,2035-02-02,한국장애인개발원
17843,11423,예비,우수,인천광역시,부평구,수도권광역급행철도 B노선 부평정거장,여객시설,(가칭) 수도권광역급행철도B노선 주식회사,9491.54,여객시설,2025-02-03,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17844,11424,예비,우수,인천광역시,연수구,수도권광역급행철도 B노선 인천대입구정거장,여객시설,(가칭) 수도권광역급행철도B노선 주식회사,9412.45,여객시설,2025-02-03,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17845,11425,예비,우수,인천광역시,남동구,수도권광역급행철도 B노선 인천시청정거장,여객시설,(가칭) 수도권광역급행철도B노선 주식회사,8698.23,여객시설,2025-02-03,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17846,6421,본,우수,서울특별시,성동구,왕십리 제2동 공공복합청사,건축물,한국자산관리공사,1616.3,업무시설,2025-02-03,2035-02-02,한국장애인개발원
17847,11426,예비,우수,충청북도,제천시,청풍호 주차장 관광편의시설 신축사업,건축물,제천시청,102.84,제1종 근린생활시설,2025-02-03,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17848,6422,본,우수,대전광역시,동구,대전 홍도치안센터(동부 청소년경찰학교),건축물,대전광역시경찰청,306.2404,제1종 근린생활시설,2025-02-03,2035-02-02,한국환경건축연구원
17849,6423,본,우수,대구광역시,중구,북성로 청년창업클러스터,건축물,대구광역시 중구청,990.93,제1종 근린생활시설,2025-02-04,2035-02-03,한국생산성본부인증원
17850,6424,본,우수,경기도,부천시,고강다목적체육센터,건축물,부천시청,2677.32,운동시설,2025-02-04,2035-02-03,한국환경건축연구원
17851,6425,본,일반,경기도,남양주시,은솔초등학교,건축물,경기도구리남양주교육지원청,8660.9,교육연구시설,2025-02-04,2035-02-03,한국환경건축연구원
17852,11427,예비,우수,충청남도,천안시,천안서북소방서 서부 119안전센터,건축물,충청남도 건설본부,1222.89,업무시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,한국부동산원
17853,6426,본,우수,제주특별자치도,제주시,한림읍 수원리 경로당,건축물,제주시청 수원리 새마을회,410.24,노유자시설,2025-02-04,2035-02-03,한국부동산원
17854,11428,예비,우수,전라북도,부안군,하서면 국민체육센터 건립사업,건축물,부안군청,965.41,운동시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17855,6427,본,우수,경상남도,양산시,사송역 환승센터,건축물,양산시청 공간혁신과,109.8,자동차 관련 시설,2025-02-04,2035-02-03,한국장애인개발원
17856,11429,예비,우수,경상북도,상주시,상주중학교 그린스마트 스쿨 조성사업,건축물,경상북도상주교육지원청,9665,교육연구시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17857,11430,예비,우수,경기도,수원시,만석공원 경로당 신축공사,건축물,장안구청,164.7,노유자시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17858,11431,예비,우수,경기도,수원시,파송경로당 신축공사,건축물,장안구청,121.8,노유자시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17859,11432,예비,우수,인천광역시,서구,청라국제도시 심곡천 남단 공중화장실,건축물,인천광역시 서구청,29.52,제1종 근린생활시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17860,11433,예비,우수,전라북도,전주시,전주 장애인체육복지센터,건축물,전주시청,6401,노유자시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
17861,11434,예비,우수,경상북도,구미시,선산 산림휴양타운 치유센터,건축물,구미시청,994.12,제1종 근린생활시설,2025-02-04,본인증 교부전 또는 사용승인 후 1년 이내,한국농어촌공사
17862,6428,본,우수,전라남도,장성군,내장산백암 남창분소,건축물,국립공원공단 내장산국립공원백암사무소,347.91,제1종 근린생활시설,2025-02-04,2035-02-03,한국장애인개발원
